EXOME_ID	VABC_ID	Infinium_ID	Species	Subspecies	Seed Bank	AccessionID	OtherIDs	Accession Name	Ancestory	Lattitude	Longitude	Elevation	Collection Date	Remarks	Category	History	Released	Country of Origin	State/region	Collection Site	Habitat
ExomeCapture-DAS5-001152	DAS5-001152	WSNP92K.002.00190	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 574250	:91IBRST-12;:917168;:NSGC 1133	91IBRST-12	IAS58/IAS55//Alondra sib/3/MaringaG/4/Alondra sib/IAS58.103A/Alondra sib	.	.	.	.	.	CUL	DEVELOPED   Syria by Int. Center for Agricultural Research in the Dry Areas. COLLECTED   United States by Scharen, A., USDA-ARS	.	Syria	.	.	S
ExomeCapture-DAS5-001154	DAS5-001154	WSNP92K.002.00169	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 94412	:93	93	Hybrid native/No. 16	.	.	.	.	.	CUL	COLLECTED   Former Soviet Union by. DEVELOPED   Bulgaria by North Bulgaria Exp. Station. DONATED  11/20/1930  by Dickson, J., USDA-Bureau of Plant Industry	.	Bulgaria	.	.	F
ExomeCapture-DAS5-001163	DAS5-001163	WSNP92K.003.00228	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 197250	:9934	9934	.	9.31666667	41.45	2207	1951	.	.	COLLECTED  02/1951 Harer, Ethiopia by Archer, W., USDA-ARS	.	Ethiopia	Harer	Deder	W
ExomeCapture-DAS5-001165	DAS5-001165	WSNP92K.002.00097	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 619355	:99ID389;USA126:NSGC 8754	99ID389	Kanto 107/MN2540/3/BaiHuo5/K94H115//IDO469.	.	.	.	.	Spring habit waxy wheat (amylose-free).	CUL	DEVELOPED  2002 Nebraska, United States by Souza, E., University of Idaho; Graybosch, R., USDA-ARS; Baenziger, P., University of Nebraska; McVey, D., USDA, ARS; Chung, O., USDA-ARS; Berzonsky, W., North Dakota State University	2002	United States	Nebraska	.	S
ExomeCapture-DAS5-001191	DAS5-001191	WSNP92K.008.00724	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 343736	:Amazonas	Amazonas	Salles//McMurachy/Mayo/3/Maida/Kenya 117A/4/Frontana//Kenya 58/Newthatch	.	.	.	.	.	CUL	DEVELOPED  1967 Pichincha, Ecuador by INIAP. DONATED  07/10/1969  by Orellana, H., Santa Catalina Experiment Station	1967	Ecuador	Pichincha	.	S
ExomeCapture-DAS5-001195	DAS5-001195	WSNP92K.002.00187	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 601073	:Apex 83;:WRP-8-30	Apex 83	selection from male sterile-facilitated recurrent selection population CCA-1977	.	.	.	.	.	CUL	DEVELOPED  1983 Arizona, United States by Western Plant Breeders, Inc.	1983	United States	Arizona	.	S
ExomeCapture-DAS5-001196	DAS5-001196	WSNP92K.004.00296	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 283872	:Arawa	Arawa	India 9/2*Solid Straw Tuscan//Dreadnought/3/Cross 7//Federation/Kenya 744	.	.	.	.	.	CUL	DEVELOPED  1955 South Island, New Zealand by Dept. of Scientific & Industrial Res.	1955	New Zealand	South Island	.	S
ExomeCapture-DAS5-001203	DAS5-001203	WSNP92K.004.00313	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	CItr 12808	:Australith;:CI 12808	Australith	.	.	.	.	.	.	.	COLLECTED   Israel by. DONATED  1947  by Levine, M., Minnesota Agric. Exp. Station	.	Israel	.	.	W
ExomeCapture-DAS5-001205	DAS5-001205	WSNP92K.004.00297	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 203080	:B 192	B 192	.	-3.36666667	36.68333333	1415	.	.	.	COLLECTED   Arusha, Tanzania by Director of Agriculture	.	Tanzania	Arusha	Arusha	S
ExomeCapture-DAS5-001212	DAS5-001212	WSNP92K.004.00365	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 191016	:Barbilla;:2048	Barbilla	.	28	-15.5	.	.	Type found in the provinces of Cordoba, Cadiz, Leon, Zamora, Salamanca, Caceres, Canarias.	.	COLLECTED   Canary Islands, Spain by. DONATED  09/28/1950  by Estacion Experimental de Aula Dei	.	Spain	Canary Islands	.	S
ExomeCapture-DAS5-001225	DAS5-001225	WSNP92K.004.00373	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 384023	:Bet Dagan	Bet Dagan	Yaktana//Norin 10/Brevor 21-1C/3/Florence/Aurore	.	.	.	.	.	CUL	DEVELOPED  1971 Israel by Agricultural Research Organization	1971	Israel	.	.	S
ExomeCapture-DAS5-001242	DAS5-001242	WSNP92K.003.00215	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 519357	:Bluebird 'S';:II-23584-18M-10Y-2M-3Y-1M-OY	Bluebird 'S'	Ciano sib//Sonora 64/Klein Rendidor/3/8156 = II23584	.	.	.	.	Resistance to leaf rust, stem rust, yellow (stripe) rust.	CUL	DEVELOPED   Federal District, Mexico by International Maize & Wheat Improvement Center. DONATED  10/1987  by Moseman, J., USDA-ARS	.	Mexico	Federal District	.	S
ExomeCapture-DAS5-001244	DAS5-001244	WSNP92K.002.00189	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 462106	:Bohr Gamh;:162	Bohr Gamh	.	16.9	43.68333333	1920	1980	Collected by N. R. Sackville-Hamilton and H. A. Ashwal.	.	COLLECTED  12/03/1980 Yemen by Sackville-Hamilton, N., International Board of Plant Genetic Resources; Yemen Ministry of Agriculture	.	Yemen	.	Al Sefra, 10km W of Sa'dah, Sa'dah Dist., Sa'dah Province	S
ExomeCapture-DAS5-001251	DAS5-001251	WSNP92K.001.00073	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 374249	:BOL-19	BOL-19	.	13.5	14.68333333	281	.	.	.	COLLECTED   Lac, Chad by Dobos, A., IRAT. DONATED  07/12/1972  by Zeven, A., Agricultural University	.	Chad	Lac	Bol, near Lake Chad	S
ExomeCapture-DAS5-001265	DAS5-001265	WSNP92K.004.00360	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 192474	:C C C;:2012A;:W 649	C C C	.	.	.	.	.	.	.	COLLECTED   Angola by. DONATED  09/28/1950  by Estacao de Melhoramento de Plantas	.	Angola	.	.	S
ExomeCapture-DAS5-001271	DAS5-001271	WSNP92K.004.00357	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 118896	:C9906;:117A.F.S.;:CI 12882;:RF324;:CItr 12882	C9906	Marquis/Aguilera 8	.	.	.	.	.	CUL	DEVELOPED   Rift Valley, Kenya by Plant Breeding Station. DONATED  11/21/1936  by Wenholz, H., Department of Agriculture	.	Kenya	Rift Valley	.	W
ExomeCapture-DAS5-001276	DAS5-001276	WSNP92K.003.00213	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 192001	:Cana Roxa;:3402	Cana Roxa	.	.	.	.	.	.	.	COLLECTED   Angola by. DONATED  09/28/1950  by Estacao de Melhoramento de Plantas	.	Angola	.	.	S
ExomeCapture-DAS5-001291	DAS5-001291	WSNP92K.001.00080	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 340684	:Chinese 166	Chinese 166	.	52	5.83333333	.	.	.	.	COLLECTED   Gelderland, Netherlands by Wageningen Agricultural University	.	Netherlands	Gelderland	.	S
ExomeCapture-DAS5-001309	DAS5-001309	WSNP92K.002.00139	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 641166	:CJ 9311;:Changjiang 9311	CJ 9311	Originally derived from a C3 population of scab-resistant gene pool generated by intermating among hybrids and progenies of 75 crosses with five agronomic parents (Yangmai 4, Ningmai 3, Zhemai 1, Qianjiang 1 and Wanjian 7909) crossed to each of 15 scab-resistant and/or complementary parents (Sumai 3, Ning 7840, Wangshuibai, Whengzhouhongheshang, Fanshanxiaomai, Emai 9, Zhen 7495, Jinzhou 1, Xiangmai 1, Nobeokabouzu-Komogi, Shinchunaga, Qianhuan 803, 089xAvrora, Frontana and Veery), with the aid of a dominant male-sterile gene Ta1 (ms2), and bulking the seeds from the male-sterile plants, followed by recurrent selection.	.	.	.	.	Awned, semi-dwarf and red-grained spring type with red glumes. Has a high level of resistance to Fusarium head blight (FHB or scab) caused by Fusarium graminearum. Scores for disease severity (such as number of scabby spikelets) under single-floret inoculation were consistently lower than the resistant check Sumai 3 or Ning 7840. Under a natural epidemic of scab, CJ 9311 scores for disease index were close to those for Sumai 3. Superior to Sumai 3 in the resistance to disease spread of wheat scab, and has similar comprehensive resistance to Sumai 3. Under field conditions at Nanjing, China, plant height was around 90 cm (30 cm shorter than Sumai 3). Spike length, spikelets and kernels per spike were around 11 cm, 21-22 and 38-39, respectively (10 cm, 21 and 34-36 for Sumai 3). Grains are red, oval, semi-soft and plump. 1000 kernel and volume weights were 34 g and 756 g/l, better than those of Sumai 3 (33 g and 750 g/l). Biomass per stalk, grain yield/spike and harvest index were 3.5 g, 1.4 g and 39.7%, compared to Sumai 3 (3.2 g, 1.1 g and 35.1%). Duration of growth is around 210 d in Nanjing. Was 1-2 d earlier in heading/flowering and more lodging-resistant than Sumai 3. Was moderate to rusts and powdery mildew.	CUL	DEVELOPED   Jiangsu, China by Ward, R., Michigan State University; Jiang, G., Nanjing Agricultural University; Huang, D., Shanghai Academy of Agricultural Sciences; Shen, Q., Zhejiang Academy of Agricultural Sciences; Yang, Z., Anhui Academy of Agricultural Sciences; Lu, W., Jiangsu Academy of Agricultural Sciences; Shi, J., Jiangsu Academy of Agricultural Sciences; Zhu, H., Nanping Institute of Agricultural Sciences; Chen, Z., Nanjing Agricultural University. DONATED  10/26/2005  by Jiang, G., Michigan State University	.	China	Jiangsu	.	S
ExomeCapture-DAS5-001320	DAS5-001320	WSNP92K.002.00151	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 210969	:Croisement	Croisement	.	.	.	.	.	.	.	COLLECTED   Cyprus by Ministry of Agriculture and Natural Res.	.	Cyprus	.	.	S
ExomeCapture-DAS5-001341	DAS5-001341	WSNP92K.001.00085	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 270045	:Dirk;:964	Dirk	.	35.7	73.9	3188	1960	.	.	COLLECTED  1960 Northern Areas, Pakistan by Harlan, J., USDA-ARS	.	Pakistan	Northern Areas	Juglate farm	S
ExomeCapture-DAS5-001365	DAS5-001365	WSNP92K.001.00077	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	CItr 14811	:ELS 6404-125;:ICARDA-IG-83827;:CI 14811	ELS 6404-125	.	15.06666667	39.05	2263	1964	Purple seed.	.	COLLECTED  12/15/1964 Akele Guzai, Eritrea by Smith, E., USDA, ARS	.	Eritrea	Akele Guzai	Decamare, south of Asmara	S
ExomeCapture-DAS5-001368	DAS5-001368	WSNP92K.003.00254	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	CItr 14817	:ELS 6404-128-1;:CI 14817	ELS 6404-128-1	.	15	39	2141	1964	.	.	COLLECTED  12/15/1964 Eritrea by Smith, E., USDA, ARS	.	Eritrea	.	Ukero, south of Asmara	S
ExomeCapture-DAS5-001374	DAS5-001374	WSNP92K.003.00274	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 192361	:Emma;:3853	Emma	Essex Gladkaf/Wilhelmina	.	.	.	.	.	CUL	DEVELOPED   Netherlands by. DONATED    by Swedish Seed Association -Svalov. DONATED  09/28/1950  by Estacao de Melhoramento de Plantas	.	Netherlands	.	.	S
ExomeCapture-DAS5-001378	DAS5-001378	WSNP92K.002.00121	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 191638	:Equator KTI;:2978;:Kenya tipo 252	Equator KTI	.	.	.	.	.	.	CUL	DEVELOPED   Rift Valley, Kenya by Plant Breeding Station. DONATED  09/28/1950  by Estacao de Melhoramento de Plantas	.	Kenya	Rift Valley	.	S
ExomeCapture-DAS5-001382	DAS5-001382	WSNP92K.003.00234	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 278418	:Estacao;:Portugal 165	Estacao	.	.	.	.	1930	.	.	COLLECTED PRE 1930 Portugal by Watkins, A., University of Cambridge. DONATED  01/11/1962  by Dept. of Scientific & Industrial Res.	.	Portugal	.	.	W
ExomeCapture-DAS5-001396	DAS5-001396	WSNP92K.004.00307	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 157902	:Florio	Florio	Inallettabile 96/Edda//Line 80 from USA	44.75	11	.	1947	.	CUL	DEVELOPED   Italy by Bonvicini. DONATED  03/05/1947  by Germann, R., Agricultural Section. COLLECTED  1947 Emilia-Romagna, Italy by Universita di Bologna	.	Italy	.	.	S
ExomeCapture-DAS5-001399	DAS5-001399	WSNP92K.004.00382	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	CItr 15416	:Frigui;:2550-134;:CI 15416	Frigui	.	36.85	9.93333333	21	.	.	.	COLLECTED   Bizerte, Tunisia by. DONATED  07/1972  by University of Nebraska	.	Tunisia	Bizerte	Djedida	S
ExomeCapture-DAS5-001415	DAS5-001415	WSNP92K.003.00287	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 191731	:Gaspino;:3092;:3517	Gaspino	.	.	.	.	.	.	.	COLLECTED   Portugal by. DONATED  09/28/1950  by Estacao de Melhoramento de Plantas	.	Portugal	.	.	S
ExomeCapture-DAS5-001433	DAS5-001433	WSNP92K.003.00273	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 62362	:Grande del Norte;:CItr 8356;:AUS 7446;:CI 8356	Grande del Norte	.	7.83333333	-72.08333333	.	.	.	.	COLLECTED   Tachira, Venezuela by Pittier, H., Museo Comercial, Ministero de Relaciones Exteriores	.	Venezuela	Tachira	.	S
ExomeCapture-DAS5-001436	DAS5-001436	WSNP92K.001.00096	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 438962	:Grekum 105;:Graecum 105;:WIR 48981	Grekum 105	Saratovskaya 29/Zolotaya-Volna 	.	.	.	.	Received as variety graecum.	CUL	DEVELOPED   Qostanay, Kazakhstan by. DONATED  01/1980  by N.I. Vavilov Institute of Plant Industry	.	Kazakhstan	Qostanay	.	S
ExomeCapture-DAS5-001453	DAS5-001453	WSNP92K.004.00295	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	CItr 15090	:Hard Red Calcutta;:Regina Stock 1173;:CI 15090	Hard Red Calcutta	.	54	-106	.	.	Originally brought into Canada sometime between 1886-1893 from India.	.	COLLECTED   Saskatchewan, Canada by Boughton, G., Canada Department of Agriculture	.	Canada	Saskatchewan	.	S
ExomeCapture-DAS5-001458	DAS5-001458	WSNP92K.001.00011	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 208894	:Hawasia	Hawasia	.	.	.	.	.	.	.	COLLECTED   Iraq by Springfield, H., U.S. Operations Mission to Iraq	.	Iraq	.	.	S
ExomeCapture-DAS5-001463	DAS5-001463	WSNP92K.001.00040	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 601074	:Hipro;:IS-8314	Hipro	Tezanos Pintos Precoz//IRN46/Ciano 67/3/Pesterboden/4/Nacozari 76	.	.	.	.	.	CUL	DEVELOPED  1984 California, United States by Sogetal, Inc.	.	United States	California	.	S
ExomeCapture-DAS5-001470	DAS5-001470	WSNP92K.008.00673	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	CItr 15185	:Hudeiba 154;:FAO 25.177;:CI 15185	Hudeiba 154	.	.	.	.	.	.	.	COLLECTED   Sudan by. DONATED  1971  by Seed Exchange Office	.	Sudan	.	.	S
ExomeCapture-DAS5-001471	DAS5-001471	WSNP92K.004.00347	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 314914	:Hunyani	Hunyani	Kafue/S29A1	.	.	.	.	.	CUL	DEVELOPED  1963 Zimbabwe by Crop Breeding Institute	1963	Zimbabwe	.	.	S
ExomeCapture-DAS5-001488	DAS5-001488	WSNP92K.003.00262	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 234237	:Idaho 1877 NR BJ	Idaho 1877 NR BJ	T. timopheevii/3*T. vulgare//2*Idead	.	.	.	.	.	CUL	DEVELOPED   Zambia by Mount Makulu Research Station; Pope, W., University of Idaho	.	Zambia	.	.	S
ExomeCapture-DAS5-001490	DAS5-001490	WSNP92K.004.00343	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 234238	:Idaho 1880 NR BA	Idaho 1880 NR BA	T. timopheevii/3*T. vulgare//2*Lemhi	.	.	.	.	.	CUL	DEVELOPED   Zambia by Mount Makulu Research Station; Pope, W., University of Idaho	.	Zambia	.	.	S
ExomeCapture-DAS5-001491	DAS5-001491	WSNP92K.004.00381	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 234239	:Idaho 1880 NR BB	Idaho 1880 NR BB	T. timopheevii/3*T. vulgare//2*Lemhi	.	.	.	.	.	CUL	DEVELOPED   Zambia by Mount Makulu Research Station; Pope, W., University of Idaho	.	Zambia	.	.	S
ExomeCapture-DAS5-001493	DAS5-001493	WSNP92K.002.00157	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 185713	:Ideal;:2595	Ideal	Galego Barbado/Lobeiro	.	.	.	.	.	CUL	COLLECTED   Portugal by Estacao de Melhoramento de Plantas. DONATED  12/29/1949  by Estacao Agronomica Nacional	.	Portugal	.	.	S
ExomeCapture-DAS5-001495	DAS5-001495	WSNP92K.002.00166	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 660550	:UI Stone;:IDO599;:A94368S-B-7;USA126:NSGC 19508	UI Stone	Pomerelle*2/Tui	.	.	.	.	Soft white spring wheat.  UI Stone exhibits improved grain yield, end-use quality (super soft), and resistance to cyst nematodes.  It is adapted to rain-fed production systems in the intermountain zone of the western U.S.	CUL	DEVELOPED   Idaho, United States by Chen, J., University of Idaho	.	United States	Idaho	.	S
ExomeCapture-DAS5-001496	DAS5-001496	WSNP92K.001.00022	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 642365	:IDO629;:A00149S-4;USA126:NSGC 9998	IDO629	IDO505*2/3/Kanto79/2*IDO488//BaiHuo,wxy	.	.	.	.	IDO629 is a soft white spring wheat adapted to irrigated production in southern Idaho.  It is a "waxy" wheat, in that it has little or no amylose in its endosperm starch.  IDO629 has weak gluten and moderate kernel size (30 to 35 mg).  It is moderately resistant to stripe rust based on 2005 evaluations.  The head is lax, white chaffed at maturity, and awned.	CUL	DEVELOPED   Idaho, United States by Souza, E., University of Idaho; Guttieri, M., University of Idaho	.	United States	Idaho	.	S
ExomeCapture-DAS5-001503	DAS5-001503	WSNP92K.004.00329	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 231118	:II-2809-1c1xmx10x(405)x	II-2809-1c1xmx10x(405)x	S/K//P/S/3/P	.	.	.	.	.	CUL	DEVELOPED   Guatemala, Guatemala by Svc. Coop. Inter-Americano Agricultura	.	Guatemala	Guatemala	.	S
ExomeCapture-DAS5-001508	DAS5-001508	WSNP92K.002.00116	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 351303	:Inca;:T-902	Inca	Mentana/Lin Calel	.	.	.	.	.	CUL	DEVELOPED   Santa Fe, Argentina by Vigliano, I.. DONATED  12/08/1969  by Ingold, M., Federal Agricultural Research Station	.	Argentina	Santa Fe	.	S
ExomeCapture-DAS5-001521	DAS5-001521	WSNP92K.002.00098	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 352105	:JC 73 Selection;:T-2488	JC 73 Selection	.	.	.	.	.	.	.	COLLECTED   Burundi by Ingold, M., Federal Agricultural Research Station	.	Burundi	.	.	S
ExomeCapture-DAS5-001524	DAS5-001524	WSNP92K.003.00267	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 230651	:Jhiasevava	Jhiasevava	.	-25.38333333	-57.15	195	.	.	.	COLLECTED   Central, Paraguay by Loegering, W., USDA-ARS, Crops Research Division	.	Paraguay	Central	Caucupe	S
ExomeCapture-DAS5-001540	DAS5-001540	WSNP92K.001.00060	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 24485	:Kara Bugdai;:129;:CI 3078;:AUS 6962;:CItr 3078;:NEH121908	Kara Bugdai	.	41.33333333	69.3	473	1908	.	.	COLLECTED  1908 Tashkent, Uzbekistan by Hansen, N., South Dakota Agricultural Experiment Station	.	Uzbekistan	Tashkent	Tashkend, Turkestan	S
ExomeCapture-DAS5-001544	DAS5-001544	WSNP92K.001.00039	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 320479	:Karn I	Karn I	Weibull 8388/Weibull 8244	.	.	.	.	.	CUL	DEVELOPED   Malmohus, Sweden by W. Weibull Seed Company	.	Sweden	Malmohus	.	S
ExomeCapture-DAS5-001548	DAS5-001548	WSNP92K.003.00242	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 323399	:Kenya Cheetah	Kenya Cheetah	Warigo/Sterling	.	.	.	.	.	CUL	DEVELOPED   Rift Valley, Kenya by Plant Breeding Station	.	Kenya	Rift Valley	.	S
ExomeCapture-DAS5-001550	DAS5-001550	WSNP92K.004.00331	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 322279	:Kharchia	Kharchia	.	.	.	.	.	Salt tolerant.	.	COLLECTED   India by Indian Agricultural Research Institute	.	India	.	.	S
ExomeCapture-DAS5-001551	DAS5-001551	WSNP92K.001.00083	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	CItr 15397	:Khosti;:CI 15397	Khosti	.	.	.	.	.	.	.	COLLECTED   Lebanon by. DONATED  1972  by Hafiz, A., UN-FAO	.	Lebanon	.	.	S
ExomeCapture-DAS5-001553	DAS5-001553	WSNP92K.001.00067	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 181469	:Kimmo	Kimmo	selection from Russian population	.	.	.	.	.	CUL	DEVELOPED  1941 Finland by Central Experiment Station of Finland	1941	Finland	.	.	S
ExomeCapture-DAS5-001559	DAS5-001559	WSNP92K.008.00698	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 574320	:KM 780-92;:NSGC 1330	KM 780-92	.	.	.	.	.	Spike type: NS-multispikelet.	CUL	DEVELOPED   South Moravia, Czech Republic by Research Institute of Cereal Crops	.	Czech Republic	South Moravia	.	S
ExomeCapture-DAS5-001564	DAS5-001564	WSNP92K.002.00181	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 262668	:Komchatka;:WIR 38471	Komchatka	.	.	.	.	.	.	.	COLLECTED   Turkmenistan by. DONATED  12/30/1959  by N.I. Vavilov Institute of Plant Industry	.	Turkmenistan	.	.	S
ExomeCapture-DAS5-001572	DAS5-001572	WSNP92K.004.00371	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 223190	:Kurtur No. 1	Kurtur No. 1	Aguilera//Kenya/Newthatch	.	.	.	.	.	CUL	DEVELOPED   Ecuador by. DONATED  01/11/1955  by Servicio Cooperativo Inter-Americano Agricultura	.	Ecuador	.	.	S
ExomeCapture-DAS5-001577	DAS5-001577	WSNP92K.004.00341	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 372132	:Kzyl Sark;:WIR 39320	Kzyl Sark	selection from Turkmenistan landvariety	.	.	.	.	.	CUL	DEVELOPED   Uzbekistan by. DONATED  01/25/1972  by N.I. Vavilov Institute of Plant Industry	.	Uzbekistan	.	.	W
ExomeCapture-DAS5-001582	DAS5-001582	WSNP92K.004.00314	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	CItr 13457	:Lathrop;:Wisc. 253;:CI 13457	Lathrop	Henry*7/PI 94587 	.	.	.	.	Hard red spring wheat.  Carries Hessian fly resistance.	CUL	DEVELOPED  1961 Wisconsin, United States by University of Wisconsin; Shands, R., USDA-ARS	1961	United States	Wisconsin	.	S
ExomeCapture-DAS5-001609	DAS5-001609	WSNP92K.001.00035	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 263419	:Mahon Demias	Mahon Demias	.	.	.	.	.	.	.	COLLECTED   Algeria by Station Centrale d'Essais de Semences	.	Algeria	.	.	W
ExomeCapture-DAS5-001610	DAS5-001610	WSNP92K.004.00346	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 344017	:Maia do Vale	Maia do Vale	.	.	.	.	.	.	CUL	DEVELOPED  1962 Angola by Goncalves de Macedo, V., Inst. Investigacao Agronomicos Angola	.	Angola	.	.	S
ExomeCapture-DAS5-001612	DAS5-001612	WSNP92K.001.00084	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 552989	:Male Sterile Soft Red Winter	Male Sterile Soft Red Winter	Cross between male sterile segregants having T. tauschii cytoplasm and soft red winter wheat cultivars.	.	.	.	.	Soft red winter wheat segregating for a dominant male sterile gene (FS6). Segregates for a wide range of agronomic characteristics.	CUL	DEVELOPED   Maryland, United States by Sammons, D., University of Maryland; Baenziger, P., USDA, ARS; Smith, D., USDA, ARS	.	United States	Maryland	.	S
ExomeCapture-DAS5-001641	DAS5-001641	WSNP92K.002.00137	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 469085	:MG 27973	MG 27973	.	.	.	.	.	.	.	COLLECTED   Greece by Consiglio Nazionale delle Ricerche	.	Greece	.	.	S
ExomeCapture-DAS5-001657	DAS5-001657	WSNP92K.004.00344	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 532255	:Mufsegha;:7062	Mufsegha	.	23.16666667	57.16666667	500	1987	Sown November, harvested April. Irrigated. Used for food.	.	COLLECTED  04/22/1987 Oman by Guarino, L., International Plant Genetic Resources Institute	.	Oman	.	10km NNE of Al Alshi, Interior Province	S
ExomeCapture-DAS5-001666	DAS5-001666	WSNP92K.003.00227	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 352190	:Napo 63;:T-2623	Napo 63	Frocor//Frontana/Yaqui 48/3/Narino sib	.	.	.	.	.	CUL	DEVELOPED  1963 Cundinamarca, Colombia by Instituto Colombiano Agropecuario. DONATED  12/08/1969  by Ingold, M., Federal Agricultural Research Station	1963	Colombia	Cundinamarca	.	S
ExomeCapture-DAS5-001672	DAS5-001672	WSNP92K.001.00062	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 531190	:Ning 8319	Ning 8319	Ning mai 4/Olesen (F1)//Alondra Sib/Yang mai 3 (F1),F6	.	.	.	.	Resistance to powdery mildew and scab (Fusarium sp.).	CUL	DEVELOPED   Jiangsu, China by Jiangsu Academy of Agricultural Science	.	China	Jiangsu	.	S
ExomeCapture-DAS5-001690	DAS5-001690	WSNP92K.003.00222	Triticum aestivum subsp. aestivum	subsp. aestivum	USDA GRIN	PI 414975	:No. 6	No. 6	.	-8	113	.	.	.	.	COLLECTED   Java, Indonesia by United States Operations Mission - Djakarta	.	Indonesia	Java	East Java	S
